1	10	2	1	10	1	1	1	1	1	1	1	1	6	9	1	1	4	6	4	3	
2	3	1	8	4	8	11	7	6	8	7	10	4	1	1	7	3	1	1	1	1	 
11	1	1	11	1	10	11	8	3	10	4	11	4	1	1	1	1	9	9	10	7	 
7	2	2	10	5	9	10	2	2	8	6	8	6	1	1	1	1	1	1	9	4	 
3	6	4	6	3	3	8	4	2	3	9	4	3	5	3	1	1	4	9	6	3	 
8	3	5	11	7	8	8	2	1	10	7	6	2	8	10	2	1	8	11	1	1	 
6	2	6	10	7	2	2	1	1	1	1	1	1	11	11	1	1	11	11	4	3	 
5	3	2	9	3	9	9	2	2	9	6	9	2	2	2	1	1	4	4	9	3	 
9	9	4	6	9	3	5	1	1	5	5	1	1	6	11	1	1	3	9	11	4	 
13	1	7	10	1	9	6	1	1	5	6	10	5	10	11	11	3	3	10	2	1	 
12	5	2	7	8	6	10	5	2	9	7	8	7	1	1	1	1	1	1	8	2	 
4	5	2	8	8	3	2	1	1	2	1	1	1	1	1	1	1	4	2	3	2	 
10	1	2	10	2	6	10	1	1	7	7	10	8	1	1	10	10	8	11	8	6	 
