1	8	3	4	10	1	1	1	1	1	1	1	1	9	11	1	1	1	1	7	6	
2	2	2	9	3	10	11	6	2	6	5	11	9	1	1	10	2	1	1	1	1	 
3	8	2	3	10	4	11	1	1	1	1	1	1	3	2	1	1	6	6	4	4	 
4	8	2	3	9	3	11	1	1	1	1	1	1	1	1	1	1	3	3	5	3	 
5	2	2	11	2	11	11	1	1	8	7	11	10	1	1	1	1	7	2	7	2	 
11	1	3	10	3	9	11	1	1	8	8	11	10	1	1	1	1	6	3	9	2	 
10	1	3	10	3	11	11	1	1	9	9	6	7	1	1	11	9	5	5	1	1	 
6	5	6	7	6	1	1	1	1	7	2	1	1	11	11	3	2	7	11	8	10	 
9	8	6	7	6	4	3	1	1	6	3	1	1	9	11	1	1	1	1	11	4	 
7	4	5	8	6	9	11	1	1	7	11	7	3	1	1	1	1	1	1	10	3	 
13	4	3	9	5	11	11	1	1	11	11	9	5	9	11	11	5	5	2	1	1	 
8	3	3	8	4	10	11	1	1	10	10	11	8	7	11	1	1	9	11	1	1	 
12	5	3	8	5	3	11	1	1	10	11	1	1	3	3	3	2	1	1	9	3	 
