1	9	4	6	10	1	1	1	1	1	1	1	1	9	11	1	1	1	1	3	6	
2	2	4	10	4	10	11	10	4	9	9	9	8	2	2	11	4	1	1	2	2	 
5	2	4	10	2	9	11	1	1	7	2	10	4	5	4	1	1	4	4	7	5	 
13	4	6	9	3	7	11	1	1	5	5	1	1	9	11	11	4	4	6	1	1	 
4	8	2	2	10	4	11	2	3	3	4	3	4	1	1	1	1	3	5	3	2	 
3	10	2	2	10	3	11	1	1	4	7	1	1	3	2	1	1	5	7	4	4	 
6	2	8	11	1	1	10	1	1	5	4	1	1	11	11	3	3	9	9	3	3	 
8	1	6	11	2	11	11	1	1	8	4	11	3	10	11	1	1	9	11	1	1	 
7	2	4	8	5	8	11	8	4	1	1	10	4	1	1	1	1	1	1	9	9	 
9	5	7	8	8	4	11	1	1	4	8	1	1	7	11	1	1	4	7	9	6	 
12	5	2	3	2	7	10	3	2	7	6	9	3	3	5	1	1	1	1	7	4	 
11	3	6	10	5	9	11	1	1	7	5	11	7	1	1	1	1	7	6	3	2	 
10	1	8	9	4	11	11	2	2	8	7	10	3	1	1	10	9	9	10	1	1	 
