1	10	2	2	8	1	1	1	1	1	1	1	1	8	11	1	1	1	1	7	4	
2	5	4	9	5	9	11	11	10	9	7	4	4	1	1	1	1	1	1	1	1	 
9	5	3	4	10	5	5	4	3	4	2	1	1	7	8	1	1	5	5	11	10	 
10	1	7	9	2	11	10	9	8	9	8	9	8	1	1	11	10	8	9	1	1	 
13	5	5	6	6	7	5	1	1	8	6	1	1	8	7	11	7	7	5	1	1	 
12	7	4	5	8	7	7	3	3	6	5	2	2	6	7	4	5	1	1	9	4	 
3	5	3	8	6	7	9	6	5	6	5	2	2	1	1	1	1	8	6	2	1	 
8	2	4	9	3	11	11	8	7	6	7	8	7	9	10	1	1	9	8	1	1	 
5	4	3	8	3	11	10	6	8	8	9	10	10	7	9	11	7	8	9	8	5	 
11	4	4	9	4	11	11	8	7	9	9	9	9	4	3	8	7	9	8	8	4	 
7	5	3	6	5	10	10	9	8	9	8	9	8	1	1	1	1	1	1	9	6	 
4	8	3	4	8	1	1	1	1	1	1	1	1	1	1	1	1	4	4	2	2	 
6	4	3	8	5	1	1	1	1	5	4	1	1	11	9	1	1	7	9	5	5	 
