1	9	3	1	10	1	1	1	1	1	1	1	1	8	11	1	1	3	7	4	4	
2	3	4	6	2	8	11	8	3	8	10	8	10	1	1	9	3	1	1	1	1	 
9	4	8	10	9	5	4	1	1	6	4	1	1	4	9	1	1	3	3	11	4	 
10	1	4	10	2	11	9	1	1	7	8	8	7	1	1	11	4	4	4	3	3	 
7	2	5	7	5	8	8	1	1	8	8	1	1	1	2	1	1	1	1	9	6	 
13	3	7	7	5	4	10	1	1	4	10	1	1	7	9	11	2	3	3	1	1	 
4	8	2	5	8	3	2	1	1	2	2	1	1	1	1	1	1	2	9	3	3	 
12	6	3	6	7	8	7	1	1	7	4	9	3	2	2	1	1	1	1	9	2	 
8	1	8	11	1	9	11	1	1	7	5	11	2	9	11	1	1	9	11	1	1	 
3	10	6	3	9	2	2	1	1	2	2	1	1	4	2	1	1	9	2	5	2	 
6	4	6	8	8	4	2	1	1	4	2	1	1	11	1	2	2	9	10	1	1	 
5	1	6	10	1	11	11	1	1	3	10	4	2	1	1	4	2	1	1	8	1	 
11	1	6	9	3	11	11	1	1	4	4	11	8	1	1	1	1	9	3	8	2	 
