1	9	2	3	10	1	1	1	1	1	1	1	1	5	9	1	1	2	11	3	4	
2	6	3	7	4	8	11	7	8	5	9	5	9	1	1	9	4	1	1	1	1	 
5	3	4	9	2	11	11	4	3	11	11	11	11	1	1	7	8	3	2	4	6	 
13	4	6	9	2	7	11	1	1	7	7	7	8	9	11	11	3	1	1	1	1	 
3	7	2	4	9	4	9	2	1	4	5	5	4	1	1	1	1	5	6	4	4	 
12	2	5	8	6	8	11	1	1	6	5	5	5	1	1	3	2	1	1	7	3	 
8	3	6	10	4	11	4	3	3	5	3	4	5	8	6	3	5	6	11	4	8	 
6	5	7	9	5	6	8	6	4	6	4	6	4	11	11	1	1	7	11	9	7	 
4	6	4	4	10	1	1	1	1	1	1	1	1	3	3	1	1	4	4	4	5	 
11	2	4	9	2	11	11	1	1	11	5	11	4	1	1	1	1	9	3	10	5	 
9	4	2	6	6	7	4	1	1	6	6	9	2	7	10	6	3	5	8	9	5	 
7	2	3	8	4	9	11	1	1	9	8	7	7	1	1	1	1	1	1	10	5	 
10	4	8	9	6	11	9	1	1	4	4	7	3	1	1	9	5	5	10	4	8	 
