1	8	6	8	7	2	4	1	1	1	1	1	1	7	10	1	1	4	3	4	4	
2	4	3	8	7	7	11	1	1	1	1	7	7	1	1	7	6	1	1	1	1	 
7	4	6	9	3	4	6	1	1	6	6	1	1	1	1	1	1	1	1	8	4	 
8	5	8	8	7	5	8	1	1	1	1	11	4	9	11	1	1	7	10	1	1	 
12	6	4	4	9	9	6	1	1	9	6	1	1	4	4	1	1	1	1	7	4	 
3	8	5	5	9	5	9	1	1	1	1	1	1	8	3	1	1	6	5	10	2	 
10	2	7	9	3	6	11	1	1	1	1	8	3	1	1	10	6	7	8	1	1	 
4	8	4	3	9	3	7	1	1	1	1	1	1	1	1	1	1	5	5	7	7	 
9	6	10	8	10	2	3	5	3	1	1	1	1	8	11	1	1	4	5	9	5	 
13	2	8	8	3	4	11	1	1	4	3	8	5	9	11	11	7	1	1	1	1	 
5	2	5	8	4	8	11	1	1	6	5	6	5	1	1	8	3	5	11	7	4	 
6	5	8	8	7	4	4	1	1	4	4	1	1	10	7	1	1	7	11	4	5	 
11	4	4	5	8	5	10	1	1	8	4	1	1	1	1	1	1	5	9	7	4	 
