1	8	6	4	9	6	11	1	1	5	11	1	1	8	11	1	1	1	1	7	6	
2	1	3	10	2	10	11	8	8	8	10	8	11	5	4	11	3	1	1	1	1	 
13	1	5	11	1	9	11	5	4	9	11	11	11	11	11	11	6	5	4	1	1	 
3	6	7	7	4	5	11	6	9	6	9	6	9	2	5	1	1	9	7	7	2	 
12	5	2	3	6	6	11	6	5	5	6	10	7	4	4	3	3	1	1	7	2	 
10	1	5	11	1	11	11	1	1	8	6	9	6	1	1	11	10	7	3	8	3	 
8	1	7	10	4	11	11	8	6	8	8	11	4	11	11	1	2	7	11	4	3	 
11	1	1	4	6	11	11	9	6	8	7	11	8	3	11	1	1	6	6	11	4	 
5	1	1	10	7	9	10	11	5	10	9	11	3	4	7	3	8	4	11	5	6	 
6	8	8	7	7	4	7	5	3	5	7	1	1	11	11	3	11	8	11	6	8	 
9	9	9	9	7	6	4	4	3	4	3	1	1	7	11	2	2	7	11	8	5	 
4	6	5	6	8	3	11	1	1	1	1	1	1	1	2	1	1	5	8	4	4	 
7	1	7	7	3	8	11	9	9	9	9	9	9	3	9	2	2	1	1	8	4	 
